	round	batch	sent_id	sentence
53	1	1	t3	The increase in extreme flood likelihood will occur prior to reaching 73-percent urbanization because of changes in climate.
54	1	1	t4	"The study used real-world data to show what actually happened during floods, instead of relying on a model of what “should” happen."
55	1	1	t5	Global warming is occurring more slowly than computer models forecast a decade ago.
56	1	1	t6	"It is thought that the hazardous waste would stay buried and frozen forever beneath the Greenland Ice Sheet, but climate change is warming the Arctic and causing portions of the ice sheet to melt."
57	1	1	t7	Human emissions of greenhouse gases are causing global warming.
58	1	1	t8	"The impacts of long-term global warming are already being felt in coastal flooding, heat waves, intense precipitation and ecosystem change."
59	1	1	t9	The value of a global push to limit the human contribution to warming exceeds the economic value of abundant fossil energy.
60	1	2	t0	Global warming is not expected to end anytime soon.
61	1	2	t1	"Hopefully, now that scientists are aware of this discrepancy this discrepancy, this discrepancy can be addressed in future models of disappearing ice."
62	1	2	t10	A clear switch away from fossil fuels is now on the cards.
63	1	2	t11	Human-caused global warming threatens to undermine the past 50 years of gains in public health.
64	1	2	t12	The science of anthropogenic global warming is settled.
65	1	2	t13	This work bolsters the view of scientists who’ve been calling for a conservation strategy for polar bears and other ice-dependent species focused on areas of the Arctic where sea ice is projected to endure well into this greenhouse-heated era.
66	1	2	t14	"In the very act of inventing tools to improve the environment, we will come closer to understanding our place on the planet, as well as in a global society of creatures like ourselves."
67	1	2	t15	"Since 1978, the winter Arctic ice cap has shrunk by 12 percent per decade."
68	1	2	t16	Climate change has the potential to set back global health.
69	1	2	t17	They are too pessimistic about the chances of limiting global warming.
70	1	2	t18	"Global temperature increases have been far, far less than doomsday computer models predicted – about three times smaller."
71	1	2	t19	"Global warming may be occurring more slowly than earlier thought, and that previous climate models may have been on the hot side."
72	1	2	t2	Recent global warming is not only manmade but dangerous.
73	1	2	t20	"Global sea levels have risen approximately 8 inches over the past century, with sea-level rises getting higher in some parts of the globe."
74	1	2	t21	This agreement sends a powerful signal that the world is fully committed to a low-carbon future.
75	1	2	t22	People do not focus as much on 2 degrees energy increases in temperatures or increases in sea levels rising.
76	1	2	t23	Global warming is really such a big deal.
77	1	2	t24	China had released about 900 million metric tons more carbon dioxide from 2011 to 201.
78	1	2	t25	"Rapid warming in the Arctic could upset these deposits, melting them and freeing the gas."
79	1	2	t26	Fossil fuel emissions hit an all-time high in 2017 as carbon dioxide emissions surged for the first time in three years.
80	1	2	t27	Global warming will harm Americans.
81	1	2	t28	Reducing carbon will slow the global warming that is attributed to greenhouse gases.
82	1	2	t29	Human activity has increased carbon dioxide emissions and affected the climate.
83	1	2	t3	"If the media put global warming front and center on nightly newscasts and front pages and homepages, people would line up to fight the climate crisis."
84	1	2	t4	Terrestrial ecosystems play a significant role in the global carbon cycle and offset a large fraction of anthropogenic CO2 emissions.
85	1	2	t5	"Carbon pollution is like putting the Earth on an escalator of rising temperatures, with natural variation such as El Nino or the cooling effect of volcanoes like hopping up or down a step or two on that escalator."
86	1	2	t6	Global warming will never hurt anyone.
87	1	2	t7	Arctic plant species are extremely responsive to fairly rapid climate shifts in the past.
88	1	2	t8	"If human-driven climate change continues on the present course, the ice covering the site could begin to melt in about 75 years."
89	1	2	t9	The theory that carbon dioxide is a pollutant has not been substantiated scientifically.
90	1	3	t0	Progress in avoiding environmental regrets can come through constructive discussion of ways to cut risks and waste and to sustain a long-term energy quest that extends beyond fossil fuels even while they remain abundant and cheap.
91	1	3	t1	Most global warming is natural and even if there had been no Industrial Revolution current global temperatures would be almost exactly the same as they are now.
92	1	3	t10	And that’s not the only way global warming causes psychological problems.
93	1	3	t11	The winter conditions either debunked or supported the picture of human-driven global warming.
94	1	3	t12	"As global temperatures warm, all of NASA’ll be looking at a very different planet."
95	1	3	t13	Scientists had manipulated data to hide the decline in global temperatures.
96	1	3	t14	Damage to Great Barrier Reef From Global Warming Is Irreversible.
97	1	3	t15	More than half think global warming will never hurt anyone.
98	1	3	t16	The researchers plan to test additional sites and examine how carbon dioxide levels changed through the glacial cycle.
99	1	3	t17	Ice volume is a better measure than ice area.
100	1	3	t18	"The world has little more than a decade to limit catastrophic climate change, which will involve millions of people displaced by sea level rise or subjected to deadly heatwaves, as well as the loss of almost all of the planet’s coral reefs."
101	1	3	t19	There is no solid evidence of global warming.
102	1	3	t2	People will need to see that no catastrophes eventuate on the day the carbon price comes in.
103	1	3	t20	A NASA climate scientist is reported as having faked global warming data.
104	1	3	t21	Global warming is occurring.
105	1	3	t22	There is low confidence in attribution of drought on a global scale to human influence on climate.
106	1	3	t23	Global warming is a serious problem but raising the cost of polluting forms of energy is a highly inefficient solution.
107	1	3	t24	The political will exists in Washington to pass legislation that could include some kind of a tax on carbon.
108	1	3	t25	World sea levels are rising on average.
109	1	3	t26	"Even modest changes in suicide rates due to climate change could [ lead to ] large changes in the associated global health burden, particularly in wealthier countries where current suicide rates are relatively high."
110	1	3	t27	"The scientists responsible for bigging up global warming are a bunch of useless, lying, cheating, conniving, scum-sucking bottom feeders who by rights should be in jail rather than anywhere near a lab."
111	1	3	t28	The globally averaged sea surface temperature for 2013 is among the 10 warmest on record.
112	1	3	t29	The world will soon do something about global warming.
113	1	3	t3	"Far from staying flat since 1998, global temperatures have carried on rising."
114	1	3	t4	The paper in no way diminishes the extensive body of observations that global warming is happening and that it is largely due to human activity.
115	1	3	t5	Liberated carbon makes our society possible.
116	1	3	t6	All fossil fuel use needs to be regulated to reduce global warming.
117	1	3	t7	"Global temperatures in 2014 shattered earlier records, making 2014 the hottest year since record-keeping began in 1880."
118	1	3	t8	One round-trip flight from New York to Europe or to San Francisco creates a warming effect equivalent to 2 or 3 tons of carbon dioxide per person.
119	1	3	t9	Carbon dioxide is not a “primary contributor” to global warming.
120	1	4	t0	"One of those pesky realist scientists whose research using awkward facts shows that global warming isn’t nearly the peril it’s cracked up to be and which may ultimately be one of the reasons why Flannery no longer has that $ 180,000 a year (for a three-day week) job."
121	1	4	t1	We can not live on fossil fuel forever.
122	1	4	t10	Global warming is what is causing the climate to change .
123	1	4	t11	"Anyone objectively looking at the data, even at the graph produced above, can see that climate models are much, much, much better at predicting global warming over the past decade."
124	1	4	t12	Rich countries like the United States the United States the United States bear moral responsibility for global warming and should not deny poor countries the chance to build their economies.
125	1	4	t13	Europe is suffering from political rejection of fossil fuels.
126	1	4	t14	Texas can accept that sea level is rising.
127	1	4	t15	The average American generates about 19 tons of carbon dioxide a year.
128	1	4	t16	The federal government still lacks a comprehensive strategy to tackle floods.
129	1	4	t17	Global warming is likely to prove dangerous.
130	1	4	t18	A diet heavy on vegetables is the best diet for the planet in this age of global warming.
131	1	4	t19	Carbon dioxide is responsible for the warming.
132	1	4	t2	"It interesting that environmental groups are opposed to fracking, which studies have shown help reduce carbon emissions."
133	1	4	t20	Natural variability is large for sea ice.
134	1	4	t21	Global warming is due in large part to human activity.
135	1	4	t22	Sea level rise is accelerating.
136	1	4	t23	These regions are pumping carbon dioxide to the atmosphere.
137	1	4	t24	The United States government has violated their constitutional rights by allowing fossil fuel production to continue — despite knowing its effects on the planet.
138	1	4	t25	"A mammoth effort is needed, beginning now and carrying through the century, to decarbonize global energy systems."
139	1	4	t26	Co2 is a demon molecule that causes global warming.
140	1	4	t27	There appears to be hope for travel and tourism to continue to grow in the wake of global warming.
141	1	4	t28	These findings will require an upward revision to current predictions of sea level rise.
142	1	4	t29	Sea level rise is a direct consequence of global warming.
143	1	4	t3	The striking Arctic change is as much a result of ice moving as melting.
144	1	4	t4	The human contribution to the global greenhouse effect has increased 29 percent since 1999.
145	1	4	t5	Global warming is not a crisis.
146	1	4	t6	"More warming leads to more fires, which release more carbon, which causes more warming, and so on."
147	1	4	t7	The carbon regulations are unconstitutional.
148	1	4	t8	"A low amount of Arctic sea ice, while not record-breaking, is the new normal."
149	1	4	t9	The rate of Antarctic melt is already six times faster than it is just a few decades ago.
150	1	5	t0	Coral reefs may be more resilient to global warming and bleaching than we think.
151	1	5	t1	The basics are clear long ago and the response to global warming is more about ethics and economics than data.
152	1	5	t10	Much of the rise in sea level we’ve seen since the 1880s is the result of thermal expansion.
153	1	5	t11	"To further pound the point home, the article the article is festooned with imaginative graphics of future human fossils."
154	1	5	t12	The odds for human extinction because of climate change or global warming are 50 percent or more.
155	1	5	t13	Co2 is responsible for the apparent global temperature increase.
156	1	5	t14	"Climate change, rising atmospheric carbon dioxide, excess nutrient inputs, and pollution in its many forms are fundamentally altering the chemistry of the ocean, often on a global scale and, in some cases, at rates greatly exceeding those in the historical and recent geological record."
157	1	5	t15	Global surface temperatures have not increased for the past 15 years.
158	1	5	t16	"In recent years, the rising earth has probably skewed satellite measurements of ice loss, leading researchers to underestimate the rate of vanishing ice by as much as 10 percent."
159	1	5	t17	Humanity is about to cause an equal or greater rise in sea level.
160	1	5	t18	California’s forests emitted more carbon than they sequestered.
161	1	5	t19	"As global temperatures rise, microbes in the soil have been releasing CO2 faster than plants can snatch it up again."
162	1	5	t2	"For most uses, the GHG footprint of shale gas is greater than that of other fossil fuels on time scales of up to 100 years."
163	1	5	t20	Because of climate change the warming Arctic is weakening the polar vortex.
164	1	5	t21	Global warming might be caused by some combination of human activity and Mother Nature.
165	1	5	t22	Companies that burn fossil fuels should be taxed at a rate that reflected the harms they are imposing on the rest of the world.
166	1	5	t23	"As even the IPCC had to admit, sea level rise between 1920 and 1950 is similar to the recent period."
167	1	5	t24	Global warming is overestimated by 100 % over 20 years.
168	1	5	t25	The nation that leads the clean energy economy is likely to lead the global economy.
169	1	5	t26	Obama Obama plans to suspend new permits for offshore drilling in Arctic waters at least through the rest of this year.
170	1	5	t27	Exclusive emphasis on a carbon price is a delusion.
171	1	5	t28	Global warming could increase these risks in the future.
172	1	5	t29	Better models are needed before exceptional events can be reliably linked to global warming.
173	1	5	t3	Global warming global warming is natural.
174	1	5	t4	The Arctic ice cap is melting faster than is predicted even five years ago.
175	1	5	t5	The rate of global warming is accelerating.
176	1	5	t6	The Arctic ice cap is melting faster than is predicted even five years ago.
177	1	5	t7	"On the other hand, the proportion of so-called multiyear ice is higher this year than in 2011."
178	1	5	t8	"Of course, the strongest evidence for global warming isn’t isolated events like particularly hot days."
179	1	5	t9	We must wean ourselves off fossil fuels.
180	1	6	t0	Global warming is a myth the greenies’ heads exploded.
181	1	6	t1	There appears to have been little or no change in globally averaged temperature over the last two decades.
182	1	6	t10	The global warming of the 1900s is caused by a rise in solar output.
183	1	6	t11	"Global warming is influencing the weather, in the wake of a string of deadly extreme events in the US."
184	1	6	t12	2018 is the fourth hottest year on record
185	1	6	t13	Democratic members should focus on phasing out fossil fuels.
186	1	6	t14	"Last year, global CO2 emissions rose by 1.4 ."
187	1	6	t15	The benefits of carbon dioxide outweigh the environmental costs.
188	1	6	t16	"Despite the increased human emissions of greenhouse gases, between 2002 and 2014, plants are somehow able to absorb more carbon dioxide out of the atmosphere than in previous decades."
189	1	6	t17	The findings do not undermine global warming theory.
190	1	6	t18	The climate-mitigation potential of carbon farming has been greatly oversold.
191	1	6	t19	The annual cost of the global warming industry is $ 1.5 trillion.
192	1	6	t2	Global warming is happening.
193	1	6	t20	ExxonMobil for years had understood the climate risks associated with fossil fuels while publicly downplaying the danger.
194	1	6	t21	"After the most extensive and expensive global propaganda campaign, fewer people worry about a warming planet than did 25 years ago."
195	1	6	t22	"As solid and invulnerable as the Statue of Liberty seems, the World Heritage site is actually at considerable risk from some of the impacts of climate change, especially sea-level rise, increased intensity of storms and storm surges."
196	1	6	t23	But people should still be concerned about global warming.
197	1	6	t24	Human activity is primarily responsible for the rise in carbon dioxide emissions.
198	1	6	t25	"The whole world will be devastated if we don’t stop burning fossil fuels immediately (if not sooner, since some say it’s too late and the world is already doomed)."
199	1	6	t26	Carbon dioxide is a threat to public health.
200	1	6	t27	"There had been no global warming this millennium, and why, though the two satellites continue to show little or no warming."
201	1	6	t28	The Arctic has lost nearly 95 percent of its oldest ice.
202	1	6	t29	Global warming is a very serious problem.
203	1	6	t3	The world must halve global emissions or face cataclysmic global warming.
204	1	6	t4	"Most scientists think global warming is happening, while majorities of Republicans (56 %) and Tea Party members (69 %) say that there is a lot of disagreement among scientists about whether or not global warming is happening."
205	1	6	t5	There is something unusual about current temperatures: that we have catastrophic global warming from industrialisation.
206	1	6	t6	Global warming is happening and is caused by human activities.
207	1	6	t7	Global trade merely outsourced U.S. emissions.
208	1	6	t8	"Some governments are taking serious action to mitigate global warming, when in reality they have achieved almost nothing."
209	1	6	t9	Worldwide sea levels rose over the last two decades by about a foot per century.
210	1	7	t0	The global climate deal that Mr. Obama helped to strike in Paris this month will survive intact no matter who follows him as president.
211	1	7	t1	The Pacific winds are the culprit for slowing global warming.
212	1	7	t10	"Climate change has caused more than 3 trillion tons of ice to melt from Antarctica over the past 25 years ago, according to a USA Today report."
213	1	7	t11	"Historically the earth has warmed and cooled through natural weather fluctuation and that the fear mongering regarding global warming / man-made climate change is based on false assumptions, unsustained by science."
214	1	7	t12	Global warming is endangering some of the most popular and delicious foods on the planet.
215	1	7	t13	"Two extremely broad propositions – carbon dioxide is a “greenhouse gas,” and human activity has warmed the planet to some extent – tallied up the papers in their survey sample that agreed with these propositions to even the slightest degree, and manufactured the “97 percent consensus” factoid."
216	1	7	t14	Glaciers are melting at a pace unprecedented in modern times During his Alaska trip.
217	1	7	t15	Carbon emissions are growing exponentially.
218	1	7	t16	"The odds favored another record in 2016, noting that meeting the obligations under the Paris deal will be increasingly difficult unless tough measures are taken to reign in carbon emissions in the coming decades."
219	1	7	t17	Global warming is like a world war.
220	1	7	t18	A massive outpouring of carbon dioxide from the deep ocean may have helped end the last ice age.
221	1	7	t19	The JMA&apos;s global average temperature in 2014 is 1.1 F hotter than its 20th century average.
222	1	7	t2	Climate change is affecting the Antarctic more than previously believed and is likely to prompt global projections of sea-level rise to be revised upward.
223	1	7	t20	"With already warmer temperatures, this leads to the melting of permafrost and the release of greenhouse gases like methane."
224	1	7	t21	"The earth is racing toward “global extinction” similar to the era of the dinosaurs, as half the world’s species are allegedly failing to cope with global warming."
225	1	7	t22	"“Climate change” is not a high priority for voters, and they haven’t paid much attention to the latest climate confab in Paris, which had a carbon footprint bigger than a thousand normal Americans living average lives for an entire year."
226	1	7	t23	Stable sea levels can be rendered to look like they are nonetheless rising at an accelerated pace.
227	1	7	t24	There has been no global warming for nearly 19 years.
228	1	7	t25	"If the findings the findings hold up, the findings would confirm the West Antarctic Ice Sheet might not need a huge nudge to budge."
229	1	7	t26	"Local sea level trends in the last 140 years had been very gently rising, neutral or negative (ie sea levels had fallen)."
230	1	7	t27	"A global temperature rise of more than 2 degrees Celsius, or 3.6 Fahrenheit, would be devastating."
231	1	7	t28	People are linking recent weather phenomena with the concept of global warming.
232	1	7	t29	The world has to begin a long-term shift from fossil fuels to more sustainable forms of energy.
233	1	7	t3	From 1860-1880 as well as from 1910-1940 the rate of global warming is the same as from 1980-200.
234	1	7	t4	There is a definite declining trend in Arctic sea ice.
235	1	7	t5	The 1997-1998 El Niño broke global temperature records in back-to-back years at the time.
236	1	7	t6	Solar can take on fossil fuels.
237	1	7	t7	Balance of evidence suggests a discernible human influence on global climate.
238	1	7	t8	High sea temperatures linked to human-driven climate warming are contributing to extreme rainfall and thunderstorm activity and possibly tornado outbreaks .
239	1	7	t9	It’s appropriate to call such storms “global warming type” events.
240	1	8	t0	Carbon dioxide is a pollutant.
241	1	8	t1	"Impacts from climate change — including sea level rise, increasing temperatures, and ocean acidification — are originally in the set of stressors but are taken out of the analysis because including them resulted in a total loss of marine wilderness."
242	1	8	t10	Global warming is a relatively distant threat.
243	1	8	t11	Human activities are not a major cause of global warming.
244	1	8	t12	The rate of CO2 released from Earth&apos;s soil has increased globally by about 1.2 percent in just 25 years.
245	1	8	t13	Global warming is real.
246	1	8	t14	"Human-induced global warming is a fundamental cause behind the 7.1 trillion gallons of torrential rainfall that a storm dumped on Louisiana in August, leading to a flooding disaster that killed at least 13 people and caused more than $ 1 billion in damage."
247	1	8	t15	Fossil fuel extraction may be less an economic boon than a massive liability.
248	1	8	t16	"Over the long term, fossil fuels are a losing bet."
249	1	8	t17	Man-made carbon dioxide emissions do not drive global temperatures.
250	1	8	t18	"Global warming had made traveling to Botswana in October, normally a pleasant time to visit temperature-wise, more challenging because of uncomfortably hot weather."
251	1	8	t19	Ice sheets are melting at an accelerating rate.
252	1	8	t2	Several leading climate scientists’ve got their facts wrong about global warming.
253	1	8	t20	Global temperatures drop further still.
254	1	8	t21	"Liberal environmentalist non-profits are urging people to eat organic, consume less meat, and consider the carbon footprint of their Thanksgiving feast."
255	1	8	t22	The chart does not mean that global warming is a hoax.
256	1	8	t23	Fossil fuels are a finite bank of ancient sunlight.
257	1	8	t24	Global energy demand is going to increase over time.
258	1	8	t25	"The non-climatic effects of carbon dioxide as a sustainer of wildlife and crop plants are enormously beneficial, that the possibly harmful climatic effects of carbon dioxide have been greatly exaggerated, and that the benefits clearly outweigh the possible damage."
259	1	8	t26	"Burning fossil fuels emits CO2, a greenhouse gas, making the world heat up like a greenhouse sitting in the sun."
260	1	8	t27	"Americans are much more skeptical of “global warming” than citizens of other countries, a phenomenon the author attributes to “selfishness” and hypocrisy."
261	1	8	t28	The fossil fuel industry spent nearly 18 percent of all climate lobbying dollars during the period examined.
262	1	8	t29	Global warming is a Chinese hoax.
263	1	8	t3	"The theories of man-made climate change are no longer credible in light of the so-called hiatus in rising temperatures, not to mention that polar ice is increasing, not melting away."
264	1	8	t4	The evidence is emerging that quite small changes in sea surface temperatures have huge effects on hurricanes and these events.
265	1	8	t5	Estimates of future sea level rise may be significantly underestimated.
266	1	8	t6	Sea levels are rising.
267	1	8	t7	We need to more or less immediately stop using or drastically curtail fossil fuels.
268	1	8	t8	"The reason why more scientists do n’t advocate putting more carbon dioxide in the atmosphere is because the driving force behind the global warming debate, I hate to say it, isn’t science."
269	1	8	t9	"Antarctica is currently losing ice about three times faster than it did until 2012, climbing to a rate of more than 241 billion tons (219 billion metric tons) per year."
270	1	9	t0	We are all familiar with the general outlines of globalization.
271	1	9	t1	Global warming is a myth.
272	1	9	t10	No use in denying global warming exists.
273	1	9	t11	"Carbon developers want to lock up 10,000 acres of forest land."
274	1	9	t12	Global warming global warming global warming global warming turns out to be as real and present and dangerous as ever it is.
275	1	9	t13	Global warming is – and always is – just a pretext for an economic takeover by the globalist left.
276	1	9	t14	"As the Antarctic ice sheet continues to melt away, we expect multi-meter sea level rise from Antarctica in the coming centuries."
277	1	9	t15	"We could ramp down all of the fossil-fuel-emitting infrastructure that we have, all of the way until it reaches the end of its life."
278	1	9	t16	There is no “global warming” story.
279	1	9	t17	You can’t stop using fossil fuels without killing people and destroying our economies.
280	1	9	t18	The Arctic sea ice cover is rapidly retreating while the Antarctic sea ice cover is steadily expanding.
281	1	9	t19	"Since the 1880s, the global temperature has risen approximately 2 degrees Fahrenheit."
282	1	9	t2	Global climate change is a very serious problem.
283	1	9	t20	This is evidence of man-made global warming.
284	1	9	t21	Carbon dioxide is not a pollutant and it is not the driver of global warming.
285	1	9	t22	"The last time in Earth&apos;s geologic history that carbon dioxide is this high, there is no year-round sea ice in Antarctica."
286	1	9	t23	"Global temperatures had reached a dangerous “tipping point,” with extreme warming imminent and unavoidable."
287	1	9	t24	Carbon dioxide emissions provide the environmentally vital services of greening the planet and assuring our food supply.
288	1	9	t25	Climate change could reduce global crop production by 9 % in the 2030s and by 23 % in the 2050s.
289	1	9	t26	15 percent of Americans have volunteered or donated money to an organization working to reduce global warming.
290	1	9	t27	People in the United States the United States are being harmed by global warming right now.
291	1	9	t28	"In the long run, the costs from raising the price of fossil-fueled electricity and other sources of energy could be modest."
292	1	9	t29	Carbon pollution harms human health and is therefore subject to the Clean Air Act.
293	1	9	t3	We should work for a national carbon tax instead.
294	1	9	t4	Limiting our carbon pollution is pointless because of China’s supposedly growing coal dependency.
295	1	9	t5	On the most important indicator of uncertainty in climate science--the likely range of warming for a given increase in carbon dioxide emissions--progress is actually retrograde.
296	1	9	t6	Fossil fuel companies should pay a carbon tax.
297	1	9	t7	Global warning poses a bigger threat than terrorism.
298	1	9	t8	Last month is the third-hottest June on record globally.
299	1	9	t9	Profound changes are well under way that virtually guarantee the Arctic described in history books.
300	2	0	t0	"It is a fundamental fact, although increasingly ignored, that no single climate event or location can be attributed to global warming."
301	2	0	t1	"The global combined sea surface and land surface temperature for the January-October 2009 period is estimated at 0.44 degrees C (0.79 degrees F) above the 1961-1990 annual average of 14.00 degrees C (57.2 degrees F), with a margin of error of plus or minus 0.11 degrees C."
302	2	0	t2	"While the data are clear, a global political consensus over how to tackle climate change remains elusive."
303	2	0	t3	A new ice age is on the way.
304	2	0	t4	We’ve increased spending on oil production by tremendous amounts only to see global oil production edge up a bit.
305	2	0	t5	The shift would entail a near-quadrupling of low-carbon energy — which in the panel&apos;s projections included renewable sources as well as nuclear power and fossil fuel-fired plants equipped with technologies to capture some of the emissions.
306	2	0	t6	"By the year 2100, floods like the ones caused by Sandy could become 1-in-20-year events."
307	2	0	t7	Global cooling is coming.
308	2	0	t8	"Addiction to fossil fuels has reached a point at which we should expect the judgment of senior leaders to become impaired, as seems to be happening."
309	2	0	t9	"The early 21st-century drought that afflicted Central Asia is the worst in Mongolia in more than 1,000 years, and made harsher by the higher temperatures consistent with man-made global warming."
310	2	0	t10	150 years or so of data is far too little to be of any significance when it comes to a system as dynamic and complex as global climate.
311	2	0	t11	Proponents of the Green New Deal ideas d n’t preclude some form of the “ carbon dividend ” scheme and have the virtue of steering the economy more aggressively toward zero net emissions of greenhouse gases by 2050.
312	2	0	t12	"Crop insurance has played a role in encouraging farmers to expand row crops onto marginal land like wetlands or prairie, which exacerbates vulnerability to erosion, floods, and drought."
313	2	0	t13	There is no major push to curb carbon emissions in the coming years.
314	2	0	t14	The oceans not only take up heat and carbon dioxide from the atmosphere.
315	2	0	t15	The global warming narrative is a religion.
316	2	0	t16	There is a strong connection between melting sea ice and polar bears dying off.
317	2	0	t17	A United Nations panel is more certain than ever that humans are causing global warming and predicted temperatures would rise by 0.3 to 4.8 degrees Celsius (0.5-8.6 degrees Fahrenheit) this century.
318	2	0	t18	"Flooding alone may cost $325 billion by the year 2100 in one of the worst-case scenarios, with $130 billion of that in Florida."
319	2	0	t19	Climate change significantly increased the amount of rain that flooded Houston.
320	2	0	t20	There is 100 percent certainty that sea level rise made this worse.
321	2	0	t21	"As the ice sheets melt due to global warming, not only do the ice sheets raise the sea level directly."
322	2	0	t22	The water level is affected by things other than global warming.
323	2	0	t23	"The fifteen-year long “ global warming ” campaign all along meant “ climate change ” and that this in turn means that places supposed to get hotter get hotter and that places that are supposed to get colder — under global warming, er, climate change — get colder."
324	2	0	t24	On top of the vast quantities of carbon dioxide from fossil fuels that continue to enter the atmosphere in record amounts yearly.
325	2	0	t25	"Rising levels of carbon dioxide and other gases cool the upper stratosphere, and the cooler air increases the amount of ozone."
326	2	0	t26	"The polar ice caps would melt completely by the mid-2010's causing the sea levels to rise by meters, which would then put low-lying coastal areas across the world under water."
327	2	0	t27	"If you have, say, five feet of sea level rise, it’s going to be much more devastating."
328	2	0	t28	"These events fall within the range of natural variability, while 38 found an absence of significant anthropogenic causality in rising sea levels."
329	2	0	t29	"A lot of Americans are growing far more concerned about climate change, precisely because they’re drawing the links between freaky weather, a climate kicked off-kilter by a fossil-fuel guzzling civilization, and their own lives."
330	2	0	t30	"Global warming had ensured that the incidence of that Texas heat wave is 20 times more likely than it would have been in 1960; similarly, abnormally warm temperatures like those experienced in Britain last November are said to be 62 times as likely because of global warming."
331	2	0	t31	"Severe climate change is coming our way, and only a sharp reduction in carbon emissions can prevent its most destructive effects."
332	2	0	t32	There is a clear connection between rising global temperatures and type-2 diabetes.
